customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2819-VTSS,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.19,1004.08,No
9025-TVBS,Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.43,859.31,No
6937-OUXZ,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.9,176.26,Yes
3453-TCHQ,Female,0,No,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,82.38,4241.9,No
5386-ODHV,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,88.81,4340.43,No
3607-MXQD,Male,1,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),78.57,2858.37,No
8459-IDWP,Female,0,Yes,No,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,79.06,1944.26,Yes
8593-WGOC,Female,1,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.2,1760.8,No
2980-GHZV,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.53,2890.77,No
2207-LIUU,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.89,200.94,No
3925-UYFL,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.4,1364.5,No
8849-KNTT,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.1,1573.18,No
3615-OERL,Male,0,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.86,645.76,No
3688-UMTM,Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.84,1482.78,No
8211-EQYY,Female,1,Yes,Yes,58,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.31,4669.43,Yes
5735-HHNC,Male,1,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.11,538.53,Yes
9285-YHVX,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.35,2637.82,No
4174-RIBW,Female,0,Yes,No,36,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,58.59,1961.78,No
2389-ZTQY,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.51,1227.84,No
4396-INIL,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.5,190.37,No
6767-DEAF,Female,1,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.21,927.03,No
4372-QJHM,Female,1,No,Yes,68,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.25,5245.91,No
8329-POKO,Female,0,No,Yes,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,93.2,5743.93,No
3936-UAHV,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.12,4204.63,No
4972-FOVJ,Female,1,No,No,2,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.93,122.11,No
7204-EZXH,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,102.04,4048.01,No
3679-OIBG,Male,0,Yes,No,18,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,73.66,1267.27,No
7791-ZNCL,Female,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),84.44,1726.54,Yes
3646-MGFH,Male,0,No,No,32,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),71.39,2127.34,No
9434-TFRD,Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.96,762.93,No
6552-MIAQ,Female,0,No,Yes,61,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.63,4881.35,No
1670-SBJC,Male,0,No,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.08,4177.24,No
3464-CQHM,Female,0,No,No,54,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,55.9,2900.25,No
9673-OIHF,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,82.41,3754.65,No
3072-OPGW,Female,1,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),87.82,253.76,No
2452-GZSV,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.01,3335.94,No
9038-XXLX,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.86,147.4,No
5728-XDQI,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.49,5895.48,Yes
2961-JJFH,Female,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.89,146.94,No
7935-LFZZ,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,97.77,5776.69,No
8712-JHGZ,Male,0,No,No,55,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,81.31,4309.81,No
6241-ALAK,Male,1,No,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.46,1138.45,Yes
8286-MJBJ,Female,0,No,Yes,17,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,1065.7,No
2343-HDLO,Female,1,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.48,1237.42,No
3610-ERWZ,Male,0,No,No,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.9,1651.64,No
4131-UGKH,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.3,1235.85,No
6620-OWNS,Male,0,No,No,70,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.45,4430.44,No
3442-XGNS,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,91.37,843.24,No
3759-LTQD,Male,0,No,No,47,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,72.48,3289.93,Yes
4811-NNLY,Female,1,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.46,5759.78,Yes
6783-FNGX,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.53,1264.43,No
8236-DCIT,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.54,766.13,No
3551-BLQF,Female,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.75,85.11,No
5617-YNVO,Male,1,No,Yes,59,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,63.58,3449.1,No
9788-AZWD,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.79,2139.79,No
6886-UDBI,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,58.47,756.52,No
2717-XPSF,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),93.94,2994.86,Yes
8267-NFQN,Female,0,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,916.06,No
5861-KDRZ,Male,0,No,Yes,42,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,72.2,2908.09,Yes
6407-CLAC,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.17,1595.46,No
3823-IKPI,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.52,1151.55,No
9670-XTBZ,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.5,294.71,No
5313-VNVD,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.2,3594.17,Yes
3154-CKFE,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,82.01,4291.03,Yes
8229-UPUC,Male,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.19,3417.66,No
9008-WRMI,Female,0,Yes,Yes,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,61.37,1287.78,No
6087-ULQP,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.64,4637.78,Yes
9684-OJZA,Male,1,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.99,835.96,No
8276-IINS,Male,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.31,593.76,Yes
3284-BCHB,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),71.01,956.64,No
3482-RSZP,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.89,1110.75,No
4375-FHLC,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.63,859.74,No
9540-NIXN,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.27,1421.68,No
4234-WQKV,Male,0,No,Yes,39,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.06,2616.15,No
8907-DHVT,Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.25,1348.12,No
2325-NVYG,Male,0,No,Yes,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),70.11,544.68,No
1317-AWYO,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.14,5150.8,Yes
7165-ZJCP,Male,1,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.35,1036.72,No
7291-QILZ,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),89.38,3033.92,No
5760-XZWR,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.28,161.1,No
4444-NHJS,Female,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.79,1096.48,No
1452-OZJS,Female,0,Yes,No,11,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,69.4,704.14,Yes
1956-LJXN,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.51,4130.64,No
8091-ZIZN,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,94.4,3339.61,No
8871-VGNE,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.38,3770.27,Yes
8196-SWEC,Female,0,No,No,25,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,67.16,1558.85,No
1879-FKWK,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),87.99,1588.7,No
4007-NHGR,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,6019.55,Yes
4917-CMOH,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.9,4182.17,No
7811-PTJB,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.28,70.83,No
8246-UYWT,Female,0,Yes,No,70,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,62.53,4051.95,No
8176-DLFJ,Male,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.43,44.02,No
3027-AKYU,Female,1,No,Yes,35,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,84.07,2854.47,No
9823-APWL,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,80.56,292.87,Yes
3135-AJUR,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,96.56,3173.23,Yes
2953-WHQV,Male,0,No,No,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.43,5431.14,No
9977-TAOF,Female,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.31,865.39,Yes
4942-EVMY,Male,0,No,No,56,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.99,5172.46,No
9272-PEGR,Female,1,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,94.31,3565.69,Yes
4020-XFHO,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.04,5237.85,No
2899-NSEJ,Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.05,41.13,No
3289-UIKJ,Male,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.86,3500.19,Yes
6053-JQZN,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.25,2008.46,No
1290-UOLM,Male,1,Yes,No,27,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,64.45,1678.08,Yes
1905-JRVJ,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),90.16,4396.45,No
1861-IQGU,Female,1,No,No,17,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,73.15,1169.17,No
6345-YBCD,Female,0,No,Yes,56,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,63.6,3520.7,No
9088-OYMN,Female,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),87.18,5663.29,No
2120-BRVC,Male,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,83.48,4000.97,No
1817-HNIA,Male,1,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.0,680.68,No
8469-KOGO,Female,1,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.75,1610.19,No
4062-XBEG,Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.35,2234.08,Yes
4039-PFOE,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.63,1095.49,No
8339-MTJD,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.58,298.05,No
9095-MXST,Female,1,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,88.35,4778.87,Yes
7047-RPQU,Female,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.97,570.52,No
6889-OFAI,Female,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,88.18,418.85,Yes
7457-ICPH,Female,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),112.02,4407.71,No
6579-NEBV,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.39,4534.06,Yes
8158-RIYQ,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.59,358.35,Yes
7157-SJJJ,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),92.69,5041.17,No
7455-NGEV,Male,1,Yes,No,54,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),57.21,2970.32,No
6239-NVIV,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.91,406.79,No
6417-ITLN,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,93.44,2769.01,Yes
8537-QBCE,Male,0,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.35,2049.69,No
6345-ZDSU,Female,1,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.26,1155.44,No
3359-MHJL,Female,0,No,No,52,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),60.35,2935.08,No
7491-JAXT,Male,1,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.44,973.9,No
1218-LTNA,Female,0,Yes,No,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),73.95,4140.52,No
3048-CYUX,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.05,1233.4,No
4380-ZYEV,Male,0,No,No,66,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,66.29,4144.29,No
8910-NIQN,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.3,1525.56,No
9154-JBRG,Female,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.01,1299.09,No
5954-FLEN,Male,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.76,675.78,No
8326-QRZR,Female,1,Yes,No,45,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,96.46,4138.67,Yes
3349-OZGW,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.2,852.08,Yes
4952-LZVP,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),61.49,801.4,No
7786-RTGU,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.73,893.61,No
8587-KWPA,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,82.42,3978.18,No
7520-LVLI,Female,0,No,No,62,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),72.12,4299.62,No
4856-UMXT,Male,0,Yes,No,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,50.91,3386.68,No
5360-WBLR,Male,0,Yes,Yes,66,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),87.4,5471.85,No
8826-YOTJ,Male,1,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.15,2437.47,Yes
4785-VRPY,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,93.08,3619.86,No
4767-HGUX,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,94.61,182.61,No
9486-DFTR,Female,0,Yes,No,15,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,66.71,964.91,No
5939-JSOS,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,68.65,3749.03,No
6836-JMGL,Female,0,Yes,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.17,476.13,No
5133-NLFG,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,84.33,3407.3,No
7528-MHHT,Female,0,No,No,25,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.97,1314.28,Yes
1862-MLQH,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.73,1531.5,No
5210-CQBP,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.06,499.32,Yes
9888-GDNC,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.3,542.77,No
2557-OPMW,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.72,4222.75,Yes
9002-VSAN,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.66,1370.14,Yes
4805-IVRT,Female,1,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,877.95,No
6286-JGAE,Male,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.58,1464.19,No
2158-RMIT,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.2,1904.61,No
6104-QFMV,Male,0,No,Yes,37,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.33,3042.71,Yes
8175-HAWA,Female,0,No,No,31,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),63.47,2067.59,No
2617-QTGN,Female,0,No,No,54,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),61.56,3216.08,No
6162-REKK,Female,1,No,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),96.98,5745.27,No
5849-TXCW,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.55,240.56,No
2385-XLSO,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.34,800.69,No
9417-GDZL,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.5,159.24,No
8389-UJNA,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.8,4931.43,Yes
1221-NYCX,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.27,1132.77,No
1965-QRQN,Male,0,No,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),89.44,3954.95,No
8752-ONUY,Female,1,Yes,No,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,92.96,5130.34,No
1047-NNIU,Female,0,No,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.38,994.91,Yes
7973-BGLF,Male,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.78,82.12,No
2041-AUYW,Male,0,No,No,46,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,69.45,2914.95,No
